Game_ID,Game_Genre,Game_Title,Game_Price_in_Dollars,Game_Edition_Score,Game_Popularity_Score,Game_Outlet_Id,Store_Sale_Year,Store_Size,Store_Location_Type,Store_Outlet_Type,Total_Outlet_Sales
GM_FDV33,Arcade,DOTA,26.02304,9.6,0.027498277,17,2020,,Residential,Supermarket,3008.0844
GM_DRE12,Action,Hitman,11.4186,4.59,0.071180921,17,2020,,Residential,Supermarket,253.004
GM_FDR07,Action,FIFA,9.72094,21.35,0.077679213,13,2014,High,Outskirts,Supermarket,866.8716
GM_FDP48,Arcade,Valorant,18.3895,7.52,0.073685833,10,2016,,Outskirts,Convenience Store,1151.1682
GM_NCB55,Action,Apex Legends,5.78562,15.7,0.160632642,35,2019,Small,Residential,Supermarket,2768.3964
GM_FDQ08,Arcade,FIFA,5.96536,15.7,0.018914599,13,2014,High,Outskirts,Supermarket,3364.9532
GM_FDR34,Arcade,DOTA,23.08352,17,0.01596229,35,2019,Small,Residential,Supermarket,343.5528
GM_FDO33,Action,DOTA,11.22518,14.75,0.089322461,46,2015,Small,Metropolitan,Supermarket,2546.685
GM_FDP13,Arcade,God of War,3.8448,8.1,0.134595967,45,2018,,Residential,Supermarket,1127.8652
GM_FDX12,Arcade,Valorant,24.30196,18.2,0,49,2017,Medium,Metropolitan,Supermarket,67.9116
GM_NCT06,Action,Apex Legends,16.63842,17.1,0.03879778,49,2017,Medium,Metropolitan,Supermarket,4402.2696
GM_FDR16,Arcade,League of Legends,21.37218,,0,19,2013,Small,Metropolitan,Convenience Store,1901.5248
GM_FDE36,Strategy,Valorant,16.50868,5.26,0.041772386,46,2015,Small,Metropolitan,Supermarket,739.038
GM_FDZ36,Arcade,Valorant,18.4924,6.035,0.065886059,49,2017,Medium,Metropolitan,Supermarket,1413.4934
GM_FDV13,Arcade,God of War,8.79856,17.35,0.027666863,45,2018,,Residential,Supermarket,2993.4368
GM_NCZ17,Action,Prince of Persia,3.62506,12.15,0.079416624,35,2019,Small,Residential,Supermarket,1721.093
GM_FDU56,Action,FIFA,18.35266,16.85,0.044504129,45,2018,,Residential,Supermarket,2864.2716
GM_FDM09,Arcade,DOTA,17.0779,11.15,0.085915295,35,2019,Small,Residential,Supermarket,503.3448
GM_FDV02,Action,PUBG,17.19106,16.75,0.060888099,17,2020,,Residential,Supermarket,3582.004
GM_FDS34,Strategy,DOTA,11.28518,19.35,0.07707176,18,2021,Medium,Outskirts,Malls,575.2512
GM_FDA11,Action,Valorant,9.53436,7.75,0.043306047,49,2017,Medium,Metropolitan,Supermarket,3149.234
GM_FDP09,Action,DOTA,21.17902,19.75,0.034081551,17,2020,,Residential,Supermarket,3374.2744
GM_FDB29,Arcade,League of Legends,11.44176,,0.05215787,27,2013,Medium,Outskirts,Department Store,567.2616
GM_FDT19,Arcade,FIFA,17.2808,7.59,0,17,2020,,Residential,Supermarket,288.9572
GM_DRH15,Action,PUBG,4.42428,8.775,0.110532975,17,2020,,Residential,Supermarket,3358.2952
GM_FDY38,Arcade,PUBG,23.393,13.6,0.119176431,46,2015,Small,Metropolitan,Supermarket,3663.2316
GM_FDF14,Action,God of War,15.1834,,0.027038245,27,2013,Medium,Outskirts,Department Store,5321.0736
GM_FDN48,Action,Valorant,9.32804,13.35,0.108714206,10,2016,,Outskirts,Convenience Store,3511.4292
GM_FDQ12,Action,Valorant,23.0701,12.65,0.03538128,13,2014,High,Outskirts,Supermarket,1744.396
GM_NCJ43,Action,Apex Legends,17.29396,6.635,0.027124299,45,2018,,Residential,Supermarket,2536.698
GM_FDE17,Arcade,League of Legends,15.23366,,0.095344543,19,2013,Small,Metropolitan,Convenience Store,1957.452
GM_FDB05,Action,League of Legends,24.88776,5.155,0.08318261,35,2019,Small,Residential,Supermarket,1911.5118
GM_FDH10,Action,DOTA,19.28478,21,0.049405001,45,2018,,Residential,Supermarket,4098.6648
GM_NCR06,Action,Apex Legends,4.08112,12.5,0.006803416,17,2020,,Residential,Supermarket,1653.8472
GM_FDU32,Action,FIFA,12.14414,8.785,0.026073405,18,2021,Medium,Outskirts,Malls,1981.4208
GM_FDD56,Arcade,FIFA,17.36054,15.2,0.103939618,49,2017,Medium,Metropolitan,Supermarket,146.476
GM_FDO36,Action,Valorant,18.1466,19.7,0.078231229,18,2021,Medium,Outskirts,Malls,3374.2744
GM_FDH16,Action,League of Legends,9.1583,10.5,0.087966875,10,2016,,Outskirts,Convenience Store,2380.9008
GM_FDX10,Arcade,DOTA,3.55874,6.385,0.124214471,18,2021,Medium,Outskirts,Malls,1850.924
GM_FDZ37,Arcade,God of War,8.80198,8.1,0.019880322,17,2020,,Residential,Supermarket,5909.6408
GM_FDU31,Arcade,FIFA,21.78508,10.5,0.041829904,10,2016,,Outskirts,Convenience Store,2207.127
GM_DRC49,Simulation,Hitman,14.18128,8.67,0.065538317,49,2017,Medium,Metropolitan,Supermarket,2021.3688
GM_FDL15,Action,Fortnite,15.25682,17.85,0.046729336,45,2018,,Residential,Supermarket,5345.7082
GM_FDN32,Action,FIFA,18.60266,,0,19,2013,Small,Metropolitan,Convenience Store,2931.5174
GM_DRH59,Action,Uncharted,7.4138,,0.058150483,27,2013,Medium,Outskirts,Department Store,1454.1072
GM_NCU29,Action,Prince of Persia,14.7476,7.685,0.025517058,49,2017,Medium,Metropolitan,Supermarket,2874.9244
GM_FDR37,Arcade,Assassin Creed,18.37292,,0,19,2013,Small,Metropolitan,Convenience Store,6353.0636
GM_FDS14,Action,PUBG,15.69288,7.285,0.050167414,18,2021,Medium,Outskirts,Malls,4567.388
GM_FDU02,Action,PUBG,22.72352,,0.102015088,27,2013,Medium,Outskirts,Department Store,369.519
GM_FDJ08,Action,FIFA,19.27846,11.1,0.110651177,35,2019,Small,Residential,Supermarket,89.883
GM_NCZ06,Action,Apex Legends,25.38698,19.6,0.094352624,45,2018,,Residential,Supermarket,2356.932
GM_FDO31,Arcade,FIFA,8.1396,6.76,0.029027743,49,2017,Medium,Metropolitan,Supermarket,2463.46
GM_FDH31,Arcade,Fortnite,10.12042,12,0.020494302,18,2021,Medium,Outskirts,Malls,1921.4988
GM_FDS58,Arcade,DOTA,15.97578,9.285,0.021125435,17,2020,,Residential,Supermarket,1066.6116
GM_NCA53,Action,Prince of Persia,4.89034,,0.009830622,27,2013,Medium,Outskirts,Department Store,644.4944
GM_FDF50,Action,God of War,19.77768,4.905,0,46,2015,Small,Metropolitan,Supermarket,2428.8384
GM_NCW42,Action,Apex Legends,22.26456,18.2,0.058559885,49,2017,Medium,Metropolitan,Supermarket,2516.724
GM_NCQ17,Action,Prince of Persia,15.6163,10.3,0.117169698,45,2018,,Residential,Supermarket,965.41
GM_FDK51,Action,PUBG,26.40884,19.85,0.005256469,18,2021,Medium,Outskirts,Malls,4563.3932
GM_NCW41,Action,Prince of Persia,15.71604,18,0.025860761,10,2016,,Outskirts,Convenience Store,2700.4848
GM_NCR29,Action,Prince of Persia,5.4993,7.565,0.054949947,17,2020,,Residential,Supermarket,1581.9408
GM_FDB08,Action,FIFA,15.88578,,0.054457963,19,2013,Small,Metropolitan,Convenience Store,6165.9738
GM_FDA40,Arcade,League of Legends,8.58856,,0.098790484,27,2013,Medium,Outskirts,Department Store,476.047
GM_FDL14,Arcade,God of War,15.76972,8.115,0.032289868,18,2021,Medium,Outskirts,Malls,2450.144
GM_FDB47,Action,DOTA,20.74612,8.8,0.071429389,46,2015,Small,Metropolitan,Supermarket,345.5502
GM_FDO03,Arcade,Fortnite,22.83352,10.395,0.036876003,35,2019,Small,Residential,Supermarket,1853.5872
GM_DRK13,Action,Hitman,19.77084,,0.201643565,19,2013,Small,Metropolitan,Convenience Store,4471.5128
GM_FDX13,Action,God of War,24.83092,7.725,0.079978878,10,2016,,Outskirts,Convenience Store,1985.4156
GM_FDF52,Action,League of Legends,18.30292,9.3,0.066783292,46,2015,Small,Metropolitan,Supermarket,5954.2494
GM_FDT11,Arcade,Grand Theft Auto,18.84556,5.94,0.029347924,13,2014,High,Outskirts,Supermarket,1867.569
GM_FDB08,Action,FIFA,16.01578,6.055,0,13,2014,High,Outskirts,Supermarket,2269.0464
GM_FDQ28,Arcade,League of Legends,15.56656,14,0,18,2021,Medium,Outskirts,Malls,5426.27
GM_FDD29,Action,League of Legends,25.26698,12.15,0.018447852,45,2018,,Residential,Supermarket,2518.7214
GM_NCQ29,Action,Prince of Persia,26.17278,,0.103725396,27,2013,Medium,Outskirts,Department Store,958.752
GM_NCO02,Action,Rocket League,6.52142,11.15,0.073307104,13,2014,High,Outskirts,Supermarket,1151.1682
GM_FDR56,Arcade,FIFA,19.58768,15.5,0.168661356,10,2016,,Outskirts,Convenience Store,2432.8332
GM_NCM54,Action,Apex Legends,12.52678,17.7,0.051018257,49,2017,Medium,Metropolitan,Supermarket,1647.855
GM_FDP51,Arcade,Fortnite,11.68124,13.85,0.085258864,35,2019,Small,Residential,Supermarket,5816.4288
GM_FDT38,Action,PUBG,8.47566,18.7,0.057489563,13,2014,High,Outskirts,Supermarket,1575.2828
GM_FDZ20,Action,FIFA,25.33356,16.1,0.034446714,18,2021,Medium,Outskirts,Malls,792.302
GM_FDJ53,Action,League of Legends,12.06098,10.5,0.071198613,13,2014,High,Outskirts,Supermarket,639.168
GM_FDX13,Action,God of War,24.92092,7.725,0.047857249,49,2017,Medium,Metropolitan,Supermarket,2988.1104
GM_FDP58,Action,DOTA,22.04482,11.1,0.135116764,35,2019,Small,Residential,Supermarket,1747.725
GM_NCK31,Action,Rocket League,5.19666,,0.047357161,19,2013,Small,Metropolitan,Convenience Store,2410.8618
GM_FDA35,Arcade,Valorant,12.32072,14.85,0.054056872,18,2021,Medium,Outskirts,Malls,3691.1952
GM_FDV37,Arcade,God of War,19.87426,13,0.083854075,18,2021,Medium,Outskirts,Malls,1989.4104
GM_NCO07,Action,Rocket League,21.3656,,0.009728926,27,2013,Medium,Outskirts,Department Store,2087.283
GM_FDA20,Action,FIFA,18.7324,6.78,0.066756194,45,2018,,Residential,Supermarket,351.5424
GM_FDZ59,Arcade,Valorant,16.845,6.63,0.104001913,35,2019,Small,Residential,Supermarket,2501.4106
GM_NCY17,Action,Prince of Persia,4.49086,18.2,0.164018678,17,2020,,Residential,Supermarket,829.5868
GM_FDQ28,Arcade,League of Legends,15.31656,14,0.060415636,35,2019,Small,Residential,Supermarket,1358.232
GM_FDV35,Action,Grand Theft Auto,15.46314,19.5,0.128931187,17,2020,,Residential,Supermarket,6897.688
GM_FDQ36,Arcade,Valorant,3.52848,7.855,0.161413005,13,2014,High,Outskirts,Supermarket,1034.6532
GM_FDD34,Action,DOTA,16.3121,7.945,0.01594096,18,2021,Medium,Outskirts,Malls,1964.11
GM_FDK51,Action,PUBG,26.50884,19.85,0,45,2018,,Residential,Supermarket,1946.7992
GM_FDV31,Simulation,FIFA,17.5637,9.8,0.106697143,35,2019,Small,Residential,Supermarket,1480.0734
GM_FDR04,Action,League of Legends,9.59068,7.075,0.022562708,35,2019,Small,Residential,Supermarket,5191.2426
GM_FDR14,Action,PUBG,5.55298,11.65,0.174319632,49,2017,Medium,Metropolitan,Supermarket,1808.9786
GM_DRC36,Arcade,Hitman,17.44054,13,0.075295456,10,2016,,Outskirts,Convenience Store,3395.58
GM_FDE39,Action,PUBG,12.06782,,0.063266852,19,2013,Small,Metropolitan,Convenience Store,5201.2296
GM_FDP57,Action,DOTA,10.4399,17.5,0.052525654,49,2017,Medium,Metropolitan,Supermarket,768.999
GM_FDE57,Action,FIFA,14.12154,9.6,0.036285125,46,2015,Small,Metropolitan,Supermarket,2348.9424
GM_NCN18,Action,Apex Legends,11.14544,8.895,0.12471467,46,2015,Small,Metropolitan,Supermarket,1597.92
GM_NCQ05,Action,Prince of Persia,15.00708,11.395,0.021694101,18,2021,Medium,Outskirts,Malls,2492.7552
GM_FDW47,Simulation,Grand Theft Auto,11.99414,15,0.046366458,35,2019,Small,Residential,Supermarket,796.2968
GM_FDV46,Action,DOTA,13.7818,18.2,0.012605492,35,2019,Small,Residential,Supermarket,4500.808
GM_NCP29,Action,Prince of Persia,6.28168,8.42,0.112498699,45,2018,,Residential,Supermarket,3078.6592
GM_FDE09,Action,FIFA,11.05228,8.775,0.021691386,18,2021,Medium,Outskirts,Malls,5697.9164
GM_NCU06,Action,Apex Legends,22.9801,,0.074046742,27,2013,Medium,Outskirts,Department Store,679.116
GM_FDT19,Arcade,FIFA,17.3708,7.59,0.242768664,10,2016,,Outskirts,Convenience Store,928.791
GM_DRF15,Action,PUBG,15.2234,18.35,0.033401862,17,2020,,Residential,Supermarket,3663.2316
GM_DRI51,Action,PUBG,17.02764,17.25,0.042206477,13,2014,High,Outskirts,Supermarket,1304.968
GM_NCX54,Action,Apex Legends,10.42622,9.195,0.048019877,13,2014,High,Outskirts,Supermarket,3420.8804
GM_DRE01,Action,Hitman,24.15512,10.1,0.167016095,13,2014,High,Outskirts,Supermarket,3844.995
GM_NCB07,Action,Apex Legends,19.5511,19.2,0.077664737,45,2018,,Residential,Supermarket,3761.77
GM_FDU50,Arcade,PUBG,11.41176,5.75,0.075155997,35,2019,Small,Residential,Supermarket,2768.3964
GM_FDG40,Action,League of Legends,3.41558,13.65,0.039816816,35,2019,Small,Residential,Supermarket,4570.0512
GM_FDW10,Action,DOTA,17.5637,21.2,0.070964186,18,2021,Medium,Outskirts,Malls,3020.0688
GM_FDX51,Arcade,Fortnite,19.41452,9.5,0.022040367,13,2014,High,Outskirts,Supermarket,958.752
GM_NCP17,Action,Prince of Persia,6.31168,19.35,0.027770577,45,2018,,Residential,Supermarket,2375.5744
GM_FDP21,Strategy,DOTA,18.77872,7.42,0.025735975,35,2019,Small,Residential,Supermarket,852.224
GM_FDL04,Action,League of Legends,10.52622,19,0.112150406,45,2018,,Residential,Supermarket,145.8102
GM_FDV23,Action,Grand Theft Auto,12.31046,11,0.105748691,13,2014,High,Outskirts,Supermarket,270.3148
GM_FDF24,Arcade,Valorant,8.11934,15.5,0.025370468,46,2015,Small,Metropolitan,Supermarket,251.6724
GM_FDH56,Arcade,FIFA,11.38492,,0.063508168,27,2013,Medium,Outskirts,Department Store,1142.5128
GM_FDB51,Action,PUBG,6.15852,6.92,0.038513862,49,2017,Medium,Metropolitan,Supermarket,1347.5792
GM_FDI58,Arcade,DOTA,9.5112,,0.070362085,27,2013,Medium,Outskirts,Department Store,5366.348
GM_FDR20,Arcade,FIFA,4.69744,20,0.028100349,13,2014,High,Outskirts,Supermarket,711.0744
GM_FDC51,Arcade,PUBG,12.2973,10.895,0.009661057,18,2021,Medium,Outskirts,Malls,1661.8368
GM_FDB16,Action,PUBG,8.62198,,0.044708228,27,2013,Medium,Outskirts,Department Store,3415.554
GM_FDE40,Arcade,PUBG,6.05194,15.6,0.099297902,49,2017,Medium,Metropolitan,Supermarket,1655.1788
GM_NCM17,Action,Prince of Persia,4.37086,7.93,0.071122419,35,2019,Small,Residential,Supermarket,843.5686
GM_FDU56,Action,FIFA,18.53266,16.85,0,35,2019,Small,Residential,Supermarket,146.476
GM_FDS32,Arcade,FIFA,14.09838,,0.051920175,19,2013,Small,Metropolitan,Convenience Store,1347.5792
GM_FDX02,Action,PUBG,22.43404,16,0.057148803,49,2017,Medium,Metropolitan,Supermarket,3701.1822
GM_FDT39,Strategy,Fortnite,15.27366,,0.009820129,27,2013,Medium,Outskirts,Department Store,6018.1662
GM_FDE35,Arcade,Farcry,5.69904,7.06,0.044148717,17,2020,,Residential,Supermarket,1885.5456
GM_NCI42,Action,Apex Legends,21.01954,,0.018148732,19,2013,Small,Metropolitan,Convenience Store,2246.4092
GM_DRL23,Action,Uncharted,10.57938,18.35,0.015304311,46,2015,Small,Metropolitan,Supermarket,4436.8912
GM_FDA10,Action,DOTA,12.22072,20.35,0.141816013,46,2015,Small,Metropolitan,Supermarket,833.5816
GM_FDA11,Action,Valorant,9.56436,7.75,0.04320284,13,2014,High,Outskirts,Supermarket,2181.1608
GM_NCM06,Action,Apex Legends,15.47656,7.475,0.075727897,46,2015,Small,Metropolitan,Supermarket,1491.392
GM_NCT05,Action,Prince of Persia,25.75672,10.895,0.020947887,35,2019,Small,Residential,Supermarket,884.1824
GM_NCQ02,Action,Apex Legends,18.62556,12.6,0.012480591,10,2016,,Outskirts,Convenience Store,436.7648
GM_NCY06,Action,Apex Legends,12.96968,15.25,0.06127993,49,2017,Medium,Metropolitan,Supermarket,1323.6104
GM_FDY56,Arcade,FIFA,22.47062,16.35,0.062399603,35,2019,Small,Residential,Supermarket,141.1496
GM_FDL02,Arcade,God of War,10.45622,20,0.104063695,35,2019,Small,Residential,Supermarket,2647.2208
GM_NCI06,Simulation,Apex Legends,17.8366,11.3,0.047708667,35,2019,Small,Residential,Supermarket,149.1392
GM_FDQ14,Action,PUBG,15.0105,9.27,0.061912597,45,2018,,Residential,Supermarket,11445.102
GM_FDQ12,Action,Valorant,22.8301,12.65,0.035611045,17,2020,,Residential,Supermarket,1346.2476
GM_FDP36,Arcade,Valorant,4.86008,10.395,0.091172403,46,2015,Small,Metropolitan,Supermarket,773.6596
GM_FDK21,Action,DOTA,25.08408,,0.009963834,27,2013,Medium,Outskirts,Department Store,3731.809
GM_FDO40,Action,League of Legends,14.78392,17.1,0.032694281,45,2018,,Residential,Supermarket,107.8596
GM_NCK54,Action,Apex Legends,11.7515,,0,19,2013,Small,Metropolitan,Convenience Store,5887.6694
GM_FDY09,Action,DOTA,17.68054,15.6,0.025302804,18,2021,Medium,Outskirts,Malls,351.5424
GM_NCW30,Action,Apex Legends,26.06962,5.21,0.011027014,49,2017,Medium,Metropolitan,Supermarket,2826.321
GM_NCC55,Simulation,Apex Legends,3.62848,,0,27,2013,Medium,Outskirts,Department Store,5954.9152
GM_FDE58,Action,DOTA,11.73124,18.5,0.052280828,18,2021,Medium,Outskirts,Malls,2332.9632
GM_FDR39,Action,Fortnite,18.44292,20.35,0.083729547,13,2014,High,Outskirts,Supermarket,4247.804
GM_FDU28,Arcade,League of Legends,18.70214,19.2,0.094064368,49,2017,Medium,Metropolitan,Supermarket,3914.904
GM_FDH08,Action,FIFA,22.8001,7.51,0.017527666,17,2020,,Residential,Supermarket,115.8492
GM_FDG35,Arcade,Farcry,17.54738,21.2,0.007055259,45,2018,,Residential,Supermarket,788.973
GM_FDG22,Arcade,DOTA,3.5219,17.6,0.041445492,49,2017,Medium,Metropolitan,Supermarket,1923.4962
GM_FDC34,Arcade,DOTA,15.67972,16,0.172726426,35,2019,Small,Residential,Supermarket,4074.696
GM_FDP15,Action,Fortnite,25.4933,15.2,0.084284513,18,2021,Medium,Outskirts,Malls,2817.6656
GM_FDK34,Action,DOTA,23.94564,13.35,0.06448577,10,2016,,Outskirts,Convenience Store,6064.1064
GM_FDU45,Arcade,DOTA,11.57518,15.6,0.035499428,35,2019,Small,Residential,Supermarket,205.0664
GM_FDQ04,Simulation,League of Legends,3.97796,,0.084343183,27,2013,Medium,Outskirts,Department Store,2863.6058
GM_FDX22,Arcade,DOTA,20.97928,6.785,0.023068402,18,2021,Medium,Outskirts,Malls,2213.1192
GM_FDB45,Action,FIFA,10.36306,20.85,0.021450443,17,2020,,Residential,Supermarket,1274.3412
GM_NCH43,Action,Apex Legends,21.71192,,0.070227182,27,2013,Medium,Outskirts,Department Store,2109.2544
GM_DRE60,Action,Hitman,22.4372,9.395,0.159334462,46,2015,Small,Metropolitan,Supermarket,1593.9252
GM_FDD17,Action,League of Legends,23.61906,,0.032468955,27,2013,Medium,Outskirts,Department Store,2625.9152
GM_NCM54,Action,Apex Legends,12.72678,17.7,0.051227193,17,2020,,Residential,Supermarket,4823.721
GM_NCH55,Action,Apex Legends,12.7402,16.35,0.034643462,13,2014,High,Outskirts,Supermarket,119.844
GM_NCT06,Action,Apex Legends,16.51842,17.1,0.038956669,17,2020,,Residential,Supermarket,540.6296
GM_FDA48,Action,Valorant,22.15114,,0.114317778,27,2013,Medium,Outskirts,Department Store,4211.185
GM_FDY58,Action,DOTA,22.82694,,0.039725274,27,2013,Medium,Outskirts,Department Store,4492.8184
GM_FDO25,Action,God of War,21.1327,6.3,0.127707501,45,2018,,Residential,Supermarket,1188.453
GM_FDN50,Arcade,God of War,9.4912,16.85,0.026573609,45,2018,,Residential,Supermarket,175.7712
GM_FDH35,Action,Farcry,16.49526,18.25,0.060237241,35,2019,Small,Residential,Supermarket,4138.6128
GM_FDK09,Action,DOTA,22.74352,15.2,0.091949401,45,2018,,Residential,Supermarket,3579.3408
GM_FDO16,Action,League of Legends,8.2325,5.48,0.015095622,13,2014,High,Outskirts,Supermarket,3848.324
GM_FDW11,Action,Grand Theft Auto,6.37194,12.6,0.048881014,45,2018,,Residential,Supermarket,4960.21
GM_FDU47,Arcade,Grand Theft Auto,14.03838,,0,27,2013,Medium,Outskirts,Department Store,5383.6588
GM_NCQ42,Action,Apex Legends,12.86678,20.35,0.065726925,10,2016,,Outskirts,Convenience Store,2241.0828
GM_FDK55,Action,Fortnite,8.91172,,0.025636945,27,2013,Medium,Outskirts,Department Store,671.1264
GM_FDN08,Arcade,FIFA,11.62466,7.72,0.088502045,49,2017,Medium,Metropolitan,Supermarket,177.7686
GM_FDT57,Action,DOTA,23.77248,15.2,0.019073386,45,2018,,Residential,Supermarket,486.034
GM_FDJ12,Arcade,Valorant,20.75296,8.895,0.039200151,18,2021,Medium,Outskirts,Malls,2380.235
GM_DRL59,Action,Uncharted,5.22298,16.75,0.021344178,17,2020,,Residential,Supermarket,201.0716
GM_NCN53,Action,Prince of Persia,3.50874,5.175,0.030355463,46,2015,Small,Metropolitan,Supermarket,651.8182
GM_FDO51,Arcade,Fortnite,4.39112,6.785,0.07027007,10,2016,,Outskirts,Convenience Store,3968.168
GM_FDK56,Action,FIFA,18.83898,9.695,0.130733334,17,2020,,Residential,Supermarket,4187.2162
GM_FDY12,Arcade,Valorant,5.23008,9.8,0.140584452,35,2019,Small,Residential,Supermarket,170.4448
GM_FDU15,Arcade,Fortnite,3.63532,13.65,0.026597059,35,2019,Small,Residential,Supermarket,3078.6592
GM_FDQ19,Arcade,FIFA,24.28512,7.35,0.014365128,46,2015,Small,Metropolitan,Supermarket,4394.28
GM_DRF15,Action,PUBG,15.4134,18.35,0.033281349,45,2018,,Residential,Supermarket,2577.9776
GM_DRE25,Action,Hitman,9.2112,,0.128309411,19,2013,Small,Metropolitan,Convenience Store,2628.5784
GM_FDK57,Action,DOTA,11.9144,10.195,0.080619969,18,2021,Medium,Outskirts,Malls,222.3772
GM_FDD33,Action,FIFA,23.16642,12.85,0.181092301,10,2016,,Outskirts,Convenience Store,1707.777
GM_FDR34,Arcade,DOTA,22.86352,,0.015887996,27,2013,Medium,Outskirts,Department Store,1278.336
GM_FDU04,Action,League of Legends,12.12414,7.93,0.005559688,45,2018,,Residential,Supermarket,5522.811
GM_FDE35,Arcade,Farcry,6.04904,,0.07686393,19,2013,Small,Metropolitan,Convenience Store,4013.4424
GM_NCD31,Action,Apex Legends,16.27526,12.1,0.015431545,35,2019,Small,Residential,Supermarket,7646.0472
GM_FDJ56,Simulation,FIFA,10.007,8.985,0.183368339,35,2019,Small,Residential,Supermarket,1768.3648
GM_NCU53,Action,Prince of Persia,16.45842,5.485,0.042751812,46,2015,Small,Metropolitan,Supermarket,5626.01
GM_FDD39,Action,PUBG,21.4985,16.7,0.070141633,35,2019,Small,Residential,Supermarket,3078.6592
GM_NCU17,Action,Prince of Persia,10.36674,,0.162626685,19,2013,Small,Metropolitan,Convenience Store,3874.956
GM_FDJ20,Arcade,FIFA,12.32388,20.7,0.100174939,46,2015,Small,Metropolitan,Supermarket,1713.7692
GM_NCW41,Action,Prince of Persia,15.69604,18,0.015513314,18,2021,Medium,Outskirts,Malls,1492.7236
GM_FDL52,Arcade,League of Legends,3.80506,6.635,0.046081489,35,2019,Small,Residential,Supermarket,4006.7844
GM_FDS39,Action,Fortnite,14.12812,6.895,0.022456327,35,2019,Small,Residential,Supermarket,3368.948
GM_DRJ47,Action,Uncharted,17.3908,18.25,0.044340045,45,2018,,Residential,Supermarket,1245.046
GM_FDP13,Arcade,God of War,4.0248,8.1,0.224830093,10,2016,,Outskirts,Convenience Store,95.2094
GM_DRK39,Simulation,PUBG,8.2425,7.02,0.083464455,10,2016,,Outskirts,Convenience Store,2388.8904
GM_FDF28,Arcade,League of Legends,12.62046,15.7,0.06337778,10,2016,,Outskirts,Convenience Store,575.2512
GM_FDB09,Action,FIFA,12.55046,16.25,0.057512493,45,2018,,Residential,Supermarket,3755.112
GM_FDM51,Arcade,Fortnite,9.99674,11.8,0.025926223,46,2015,Small,Metropolitan,Supermarket,1182.4608
GM_DRM49,Arcade,Hitman,4.51086,6.11,0.152573001,18,2021,Medium,Outskirts,Malls,262.3252
GM_DRF23,Action,Uncharted,17.61396,4.61,0.122550245,13,2014,High,Outskirts,Supermarket,1342.2528
GM_DRH01,Action,Hitman,17.26738,17.5,0.097885516,35,2019,Small,Residential,Supermarket,5478.2024
GM_FDH12,Action,Valorant,10.7128,,0.08454227,27,2013,Medium,Outskirts,Department Store,4629.9732
GM_FDA28,Arcade,League of Legends,12.48362,,0.083694927,19,2013,Small,Metropolitan,Convenience Store,1644.526
GM_FDW37,Action,God of War,9.03488,19.2,0.124555719,18,2021,Medium,Outskirts,Malls,1258.362
GM_FDF02,Action,God of War,10.3799,16.2,0.103473165,46,2015,Small,Metropolitan,Supermarket,729.7168
GM_DRL37,Action,Hitman,4.3377,15.5,0.053372178,46,2015,Small,Metropolitan,Supermarket,2220.443
GM_NCF43,Action,Apex Legends,14.1547,8.51,0.051945908,46,2015,Small,Metropolitan,Supermarket,3749.7856
GM_FDH08,Action,FIFA,22.8201,7.51,0.029172707,10,2016,,Outskirts,Convenience Store,236.359
GM_FDR34,Arcade,DOTA,22.94352,,0.027953194,19,2013,Small,Metropolitan,Convenience Store,2043.3402
GM_NCK19,Simulation,Rocket League,19.50478,9.8,0.09060629,49,2017,Medium,Metropolitan,Supermarket,1641.8628
GM_NCD55,Action,Apex Legends,4.26454,14,0.024430294,18,2021,Medium,Outskirts,Malls,1943.4702
GM_FDT27,Arcade,Fortnite,23.37616,11.395,0.069695361,49,2017,Medium,Metropolitan,Supermarket,4923.591
GM_FDQ57,Action,DOTA,14.6976,7.275,0.02800432,45,2018,,Residential,Supermarket,2554.0088
GM_FDA47,Arcade,Valorant,16.2421,10.5,0.116651733,35,2019,Small,Residential,Supermarket,2320.9788
GM_DRG15,Action,PUBG,6.30536,,0.076364306,27,2013,Medium,Outskirts,Department Store,808.947
GM_FDE05,Arcade,League of Legends,14.56102,10.895,0.03258625,18,2021,Medium,Outskirts,Malls,1330.2684
GM_FDN46,Strategy,DOTA,10.06332,7.21,0.144631478,46,2015,Small,Metropolitan,Supermarket,2475.4444
GM_FDX27,Arcade,PUBG,9.26436,,0.113564473,27,2013,Medium,Outskirts,Department Store,716.4008
GM_FDT51,Arcade,Fortnite,11.04544,11.65,0.010940934,45,2018,,Residential,Supermarket,3091.9752
GM_FDU33,Arcade,DOTA,4.47402,7.63,0.134597662,13,2014,High,Outskirts,Supermarket,1605.9096
GM_FDJ16,Action,League of Legends,5.94246,,0.114329308,27,2013,Medium,Outskirts,Department Store,78.5644
GM_FDD20,Action,FIFA,12.25046,,0.036268455,19,2013,Small,Metropolitan,Convenience Store,3410.2276
GM_FDT36,Action,Valorant,3.34874,12.3,0.111447593,49,2017,Medium,Metropolitan,Supermarket,677.1186
GM_DRF15,Action,PUBG,15.2334,,0.03305315,27,2013,Medium,Outskirts,Department Store,2050.664
GM_FDN52,Arcade,League of Legends,8.81198,9.395,0.220221011,10,2016,,Outskirts,Convenience Store,829.5868
GM_FDC22,Arcade,DOTA,19.1282,,0.135767734,27,2013,Medium,Outskirts,Department Store,660.4736
